,"Cultivo de cereales, oleaginosas y forrajeras","Cultivo de hortalizas, legumbres, flores y plantas ornamentales",Cultivo de frutas y nueces,Cultivos industriales,Producción de semillas,"Cría de ganado y producción de leche, lana y pelos",Producción de granja,Servicios agropecuarios,Caza,Silvicultura y extracción de madera,Pesca,"Extracción de petróleo, gas, carbón y uranio",Extracción de minerales metalíferos,Extracción de otros minerales,"Matanza de animales, conservación y procesamiento de carnes",Elaboración y conservación de pescado y productos de pescado,"Elaboración y conservación de frutas, legumbres y hortalizas",Aceites y subproductos oleaginosos,Productos lácteos,Molienda de trigo y de otros cereales,Alimentos balanceados,Productos de panadería,Azúcar,"Cacao, chocolate y productos de confitería",Pastas alimenticias,Otros productos alimenticios,Bebidas alcohólicas,Producción vitivinícola,Cerveza y malta,"Gaseosas, agua mineral y otras bebidas no alcohólicas",Productos de tabaco,"Fibras, hilados y tejeduría de productos textiles",Acabado de productos textiles,Fabricación de productos textiles,Tejidos de punto,"Prendas de vestir, terminación y teñido de pieles",Curtido y terminación de cueros,Marroquinería y talabartería,Calzado y sus partes,Aserraderos,Madera y sus productos,Celulosa y papel,Papel y cartón ondulado y envases de papel y cartón,Productos de papel y cartón,"Edición de libros, folletos, grabaciones y otras ediciones",Edición de periódicos y revistas,Impresiones y reproducción de grabaciones,Refinación de petróleo,Química básica,Fertilizantes y plaguicidas,Materias primas plásticas y caucho sintético,Pinturas y barnices,Productos medicinales,"Jabones, detergentes y cosméticos",Otros productos químicos,Fibras sintéticas manufacturadas,"Cubiertas, cámaras y recauchutado de cubiertas",Productos de caucho,Productos de plástico,Vidrio y productos de vidrio,Productos de cerámica refractaria y no refractaria para uso no estructural,Arcilla y cerámica no refractaria para uso estructural,"Cemento, cal y yeso","Artículos de hormigón, cemento y yeso",Industrias básicas de hierro y acero,Metalurgia de no ferrosos,Fundición de metales,"Estructuras metálicas, tanques, depósitos y generadores de vapor","Forja, laminado y tratamiento de metales",Artículos de cuchillería y ferretería y herramientas de mano,Otros productos metálicos,"Motores, turbinas, bombas y compresores","Engranajes, hornos, elevadores y otras maquinarias de uso general",Tractores y maquinaria agrícola,Otra maquinaria de uso especial,Aparatos de uso doméstico,Máquinas de oficina e informática,"Motores, generadores y transformadores eléctricos",Aparatos de control y distribución de energía eléctrica,Hilos y cables aislados,Acumuladores y pilas,Lámparas eléctricas y equipos de iluminación,"Tubos y transmisores de radio, TV y telefonía",Receptores de radio y TV,"Instrumentos médicos, ópticos y de precisión y relojes",Vehículos automotores,Carrocerías y remolques,Autopartes,"Buques, locomotoras y aeronaves","Motocicletas, bicicletas y otros tipos de transportes",Muebles y colchones,Otras industrias manufactureras,Electricidad,Gas,Agua,Construcción,Comercio mayorista,Comercio minorista,Hoteles,Restaurantes,Transporte terrestre de pasajeros,Transporte terrestre de carga,Transporte por tuberías,Transporte marítimo,Transporte aéreo,Actividades de transporte complementarias,Correos,Telecomunicaciones,Instituciones Financieras,Seguros,Servicios a las empresas y profesionales,Actividades inmobiliarias,Administración pública y defensa y planes de la seguridad social de afiliación obligatoria,Enseñanza pública,Enseñanza privada,Salud humana pública,Salud humana privada,Servicios veterinarios,Servicios sociales,Servicios de saneamiento,Actividad de asociaciones,"Servicios de cine, radio y televisión","Servicios personales, de reparación, actividades deportivas y de esparcimiento",Servicio doméstico
Pesca,0.0,0.0,0.0,0.0,0.0,0.0,45.219608848477804,0.0,0.0,0.0,25609.235990030014,0.0,0.0,0.0,0.0,219785.29790339197,0.0,0.0,0.0,0.0,122.36825824463295,0.0,0.0,0.0,0.0,6.656788296004992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.09360802334336,0.0,0.0,0.0,0.0,122.04443817892819,0.0,0.0,166.21547737075102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.147409580634184,192.80078203204948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.99516962694525,13.458937491432053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Extracción de petróleo, gas, carbón y uranio",2.441410882460318,81.45506776645905,58.24409411451373,34.33448431307621,0.0,0.0,0.0,0.0,0.0,33.93961156935796,3.288678913311318,315279.3554710344,0.0,0.0,0.0,25.46255113619239,0.0,440.0310077666694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2373235465028904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.06167354599444,0.0,0.0,0.0,3191639.7575506996,19226.123372391216,19595.224124303142,1293.7366018580383,130.5661955976542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.97931833442175,0.0,0.0,0.0,1010.642778266138,30120.048001115152,0.0,543.7293391799647,0.8634814161106262,39.8094006632682,0.0,0.0,0.0,0.0,20.68452657801726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.6423344682209,0.0,0.0,0.0,0.0,89.60125646637762,0.0,0.0,0.0,521836.7028176015,774748.0777371917,3.979956337561788,51.250365231731955,0.0,0.0,0.0,0.0,1200.6900347490036,0.0,3239.4351514053774,0.0,0.0,0.7255077875219578,0.0,0.0,0.0,0.0,0.25824251866162723,0.0,346.59183262299206,143.14235366721522,302.97489093602854,468.44626636675906,0.0,0.0,0.0,0.0,0.0,0.0,49.49711273155374,0.0
Extracción de minerales metalíferos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33000.913909419694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.89845055453951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.5489898172665,0.0,0.0,0.0,0.0,320.07118286824095,0.0,0.0,0.0,0.0,4.786341816262084,0.0,0.0,1325.3288542803466,0.0,900.0960209394051,0.0,0.0,458.8121200924115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.262195409290577,0.3741406875739496,0.0,31.577424279302384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Extracción de otros minerales,0.0,772.9929900172721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.41292600181745,97799.07206772486,0.0,32064.379873178557,315.77268796899705,0.0,717.9053954669806,314.44936647207953,0.0,942.2906211673144,0.0,0.0,1151.9049830160968,0.0,0.0,67.79963020830057,0.0,4150.059123024045,820.5325748112122,762.8950362432149,0.0,0.0,1565.7499257250897,2837.2849573449666,0.0,0.0,0.0,0.0,0.0,0.0,119.06794927648113,2440.1381590050687,0.0,0.0,0.0,0.0,0.0,0.0,21648.505644757763,0.0,4.108846929744873,5948.448032294733,221.93713848485123,13823.750348153231,1559.9968210511247,1.5382460626832763,878.9482971359093,1672.6754424947098,1746.8072546559501,16254.533745105873,55157.506140819154,69089.02690085063,53975.08117466913,49468.24261644005,12135.7576767677,4361.7363070646625,15511.040342725719,2.005131702656857,210.57910228192995,0.0,3076.824445296941,57.71564040641022,1029.9969511866552,0.0,0.0,0.0,0.0,14.03557478389491,62.325024520417415,0.0,0.0,0.0,0.0,0.0,160.67314603290575,0.0,0.0,6045.5407863354685,201.21389991470542,0.0,0.0,0.0,0.0,0.0,0.0,852626.0340020581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1363.0719668315523,1249.3290997128342,2644.254469171139,993.8127071129893,0.0,0.0,0.0,0.0,0.0,0.0441366263923887,0.3042866248946857,0.0
"Matanza de animales, conservación y procesamiento de carnes",0.0,0.0,0.0,0.0,0.0,882.7911854432641,11587.316292081265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1058681.379877625,1216.5169272484115,0.0,0.0,83.92942886925172,0.0,45126.81156992674,69369.44167605677,0.0,3808.8796281976583,38072.79864174391,2606.6745612022946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41355.66346414,582928.010177847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.81657686099345,0.0,0.0,0.0,0.0,22569.989430181766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.007683205778555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12818.685130647886,479069.19597954175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76040.982709279,10055.662316056574,21283.79576637824,12935.60994206666,17550.05089405357,0.0,9142.492173689294,0.0,0.0,2.5742641180312273,102.72327341017309,0.0
Elaboración y conservación de pescado y productos de pescado,0.0,0.0,0.0,0.0,0.0,0.9083144896187378,335.4972816146696,0.0,0.0,0.0,332.198712750116,0.0,0.0,0.0,0.0,12484.030197358452,0.0,0.0,0.0,0.0,1842.7512610484891,1128.0840445492186,0.0,0.0,0.0,286.2601241736992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.7735594756372,9239.068506930018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.928885019871846,933.0048004240055,709.646019231305,48.293391405853356,297.86986276419384,0.0,31.045780375204558,0.0,0.0,0.0,0.017767607595566615,0.0
"Elaboración y conservación de frutas, legumbres y hortalizas",0.0,0.0,0.0,0.0,0.0,0.0,1267.860555744701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.61941049807456,72720.58277762868,0.0,0.0,207.53845986862405,4715.13213243182,4752.353619131115,0.0,2133.7101277773545,6111.509910056124,11678.61506512456,0.0,416.2988739853328,0.0,23524.728417022943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6905.7426575058425,147997.62078594274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.70557591316816,154.53136794175305,327.9518232205824,137.1152704970757,790.6324522470281,0.0,785.6599448121156,0.0,0.0,0.002386777889038269,0.09611541726323844,0.0
Aceites y subproductos oleaginosos,0.0,0.0,0.0,0.0,0.0,4702.3847737988235,10214.531105837841,0.0,0.0,0.0,3.961183930436457,0.0,0.0,0.0,20417.129544609525,2339.600530297435,0.0,232355.88727055403,629.4707165193879,155.65384490146803,54325.33890846984,78268.19754707952,0.0,3808.8796281976583,21961.074371482136,984.4775135256792,0.0,173.45786416055535,0.0,1527.8494040085754,0.0,23793.018000173033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.2663074439738,8.357719521189502,9670.524018223454,7489.836013396178,842.4559731742918,0.0,5722.911905387253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.45710631389269,0.0,0.0,2325.691200515857,45995.882785353664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.64137805791466,551.5502196228974,1168.674270041343,56.48883909992516,955.9106306069582,0.0,640.6089015097966,0.0,0.0,0.0,0.0,0.0
Productos lácteos,0.0,0.0,0.0,0.0,0.0,5681.884562046326,452.2920702171732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244761.65698605726,0.0,600.5481635303261,54406.872173352225,0.0,34129.659578421604,22812.819183412335,6751.639355058964,147.19559804336413,0.0,0.0,2807.510638342107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16070.753373023988,455078.20477032906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17803.11853736046,13235.033327423535,35212.21854741888,3985.901930265738,9542.570151119784,0.0,4653.2501829730545,0.0,0.0,0.539813666936075,21.50141618538373,0.0
Molienda de trigo y de otros cereales,0.0,0.0,0.0,0.0,0.0,10444.377123989165,1939.8391754313539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6644.640769700269,45027.835337759054,3356.5141348144007,33638.2735910276,35746.612940638304,2686.24440817096,728691.7730256311,1959.9430503631918,259.49251304570186,99599.82754978283,4844.902493419871,0.0,1120.0414317571667,12592.201186720633,54023.614636411505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7015.103599286573,3238.597456528595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2174.0316182861643,85294.63986917524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,788.2613265150109,0.0,0.0,61.70249882239852,356.18240536462474,0.0,614.6104413240535,0.0,0.0,0.0,0.0,0.0
Alimentos balanceados,0.0,0.0,0.0,0.0,0.0,87334.5092996175,331908.00679748517,0.0,0.0,0.0,642.425854439314,0.0,0.0,0.0,0.0,4567.746695438964,0.0,0.0,910.8479121261713,311.30768980293607,13618.816568705635,578.4317662979075,0.0,0.0,0.0,892.0107835943089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.46149763207556,874.7283043671025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3568.106500546605,80.35795316859448,170.7387413697536,28.02368157813222,30.86266725872753,144.81324186507396,12.41763676435476,0.0,0.0,0.0,0.0,0.0
Productos de panadería,0.0,0.0,0.0,0.0,0.0,0.0,196.10018720809958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.90035280220671,202.83470114391383,0.0,0.0,646.1512141256012,207.53845986862405,0.0,10462.507504045061,0.0,0.0,0.0,145.28935732705537,0.0,0.0,99.52463150104187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10850.1840444707,371454.65153660957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57339023368436,0.0,29476.625177584767,13168.571959506644,25321.434698781275,5383.402968495923,4026.2666738463354,0.0,1019.0361747974042,0.0,0.0,1.0265321918616224,41.194631208754416,0.0
Azúcar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.364253363890354,14590.506523225336,0.0,52526.6248828306,370.6590547649439,625.7838849224884,56698.789533593634,7879.9869003383865,46597.59402493169,0.0,14593.90089414571,21146.20541471811,2223.443595347134,359.0778012631989,73735.17259132557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56514.05718117118,0.0,0.0,0.0,0.0,0.0,0.0,3377.796871963806,0.0,0.0,0.0,10171.419488175654,8034.704828980405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5345379407864073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,838.4981415035514,29432.083094515132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2082.760387371376,306.0450611830293,647.7744539148867,20.20904990779918,117.00370740253067,0.0,198.68220802311953,0.0,0.0,0.0672316616164637,2.723829885890274,0.0
"Cacao, chocolate y productos de confitería",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.16412131153703,0.0,15197.349265818975,0.0,0.0,31089.045740128124,1.432291862998971,49484.44680231312,0.0,73.83581351442595,886.0884096242949,0.0,0.0,0.0,161.73005404231043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4283.677793603878,24698.33376285927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,954.0761162818552,253.47756586462398,1734.5589308421909,175.1836666909232,126.27715318635664,0.0,172.78862726902972,0.0,0.0,0.0015460978234471462,0.08046171415415529,0.0
Pastas alimenticias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6043.1548699735185,296.0902738566945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3274.645459736906,109632.55720254635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.56433985127423,289.3030222305736,3214.738389851771,2077.123577256988,474.07436168150167,0.0,242.72738354115504,0.0,0.0,0.0,0.0,0.0
Otros productos alimenticios,0.0,0.0,0.0,0.0,0.0,0.0,54.02579092267613,0.0,0.0,0.0,482.4396432882945,0.0,0.0,0.0,32299.552664923012,1527.8777753686163,73.89079154870663,24.239714683063667,28468.079915473296,9496.050987263581,266.4953122595033,129270.19624740556,367.9204150336916,2140.2679757805017,2636.2521652466467,174438.61112477948,663.4122107047889,1471.5557595592834,0.0,168702.5198608804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.97302978225312,0.0,0.0,0.0,408.10333101336977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11899.74072858655,255829.38394126054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11211.494596915418,596.7743146680732,1460.8220542910406,445.13343717605284,2125.5024837122264,0.0,3851.631515495785,0.0,0.0,0.361726363447944,14.58377114453678,0.0
Bebidas alcohólicas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.5730738950077,0.0,0.0,0.0,0.0,867.6476494468614,0.0,4205.828052844125,0.0,3.601340014458934,2257.7961310284372,867.2893208027767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.58385433102404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.77582349553904,28041.226191786318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.662021638082514,1.638999577620246,4.231215288135831,1.1970214542598936,6.849860260746891,0.0,14.487242891747222,0.0,0.0,0.0,0.0,0.0
Producción vitivinícola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.549015580891579,18778.34246915727,0.0,0.0,0.0,0.0,9.05338565460192,0.0,0.0,0.0,218.86063522920293,1423.2680134164295,336528.7082175492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.69519321797935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12661.238114485337,344579.2641311326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7450.162369777091,0.0,0.0,13.548149335872768,78.38304136549712,0.0,0.0,0.0,0.0,0.012785607748432622,0.5142083109452764,0.0
Cerveza y malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.05303347820322,0.0,0.0,0.0,103.10114656179593,0.0,0.0,42833.500721278644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10469.564744844165,148791.2645278415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gaseosas, agua mineral y otras bebidas no alcohólicas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.967792413437014,0.0,534.6512531483635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.025103830795219,777.5444598961519,0.0,0.0,165083.54251750925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.51983192041236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12599.325873022752,455096.9693876184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14826.51458516471,241.66258503664088,512.9608752310172,119.15477841267729,94.03977625118317,0.0,8074.361386802974,0.0,0.0,0.07352756256645435,2.931022722117064,0.0
